tweet,predicted_labels
indira right use garibi winning elections could somehow anticipate grand duffer child try use garibon liye zibe try win election could see modi duffer take party,Possitive
modis new india corruption legalised india scrap electoral bonds,Possitive
sir pranam kindly call want talk really good time support voice may change good figure interms support party honble modi mob mrnarendra singh tomar mrkailash vijayvargi also known personally,Possitive
sure know nirav modi collection,Possitive
visceral hatred convinces voters must something right earn kind hatred leftistslutyens crowdthe rave rant hatred modimore would votes collectinggod bless modi hatred,Possitive
ncp base maharashtra india pawar made ncp small family centric party dance instructions congress family centric parties struggling survive disappear modi people india,Negative
congratuatsions great success proud moment us th place world wow strong leader make strong nationnation need narendra modi one day india top sir live,Possitive
win hatred speech,Possitive
siri unless used would tell capable hit target requires guts test modi govt shown congrats drdo modi govt,Possitive
vote modi namo,Negative
except modi,Negative
disappointed one reason modi called last years,Negative
every indian voter shld realise abt modi mahathma lived today wil definitly sathyagraha modi modi defintly arrest modi inefficiency make swacha barath even aftr yrs every one realise ths,Negative
salient features elections bring modi modi hatao majboot sarkar majboor sarkar honest brave person group tainted family companiesparties mature person low person,Possitive
whatever corrupt congress tries donamo vote modi vote strong bharat want modi,Negative
says bjp reduced povertyr wow wow wow farmers suicide maharashtra alone demonetization killed small business new jobs reduce poors dont lie,Possitive
abhinandan pilot project modi shouted abt tht sickening,Negative
low orbit satellite shot range anti satellite missile termed mission shakti modi,Negative
specious argument one come someone detached reality fyi raid meant optic tough modi,Negative
mission shakti praiseworthy timing modal code conduct questionable,Negative
modi give isro,Negative
official trailer movie narendra modi,Negative
modi biopic controversy shabana azmi accuses filmmakers using husband name intentionally,Negative
shatrughan sinha openly critical prime minister narendra modi bjp president amit shah,Negative
heartiest congratulations indias rare achievement becoming th world done safe capable leadership modi helms may god bestow much unqualified successe indian scientists strength ashutosh bear embarrassment,Possitive
one thing reveals specifically picture modiji shahjis friendship unparalleled modiji aur shahji dosti anupam hai,Negative
youth india stand learn modi develop nation states work vigour honestly better new india vote modi bjp ever done yearswill definitely taken new india,Possitive
called surgical strike next day international local media reached balakot building damage causality except poor crow modi lying people,Negative
modi proposing another lakh everyones account crore jobs every year,Negative
modi transforming india super power gandhi family want india poor ever,Possitive
analysis bjp deliver even core promises manifesto newscentral x,Negative
jnu students call hunger strike vow march parliament part antimodi poll campaign,Negative
likely make modi advani amit shah yogi bet serial killer gang leader,Negative
modi promised jobs every year indias youth modi actually made indians jobless says kurukshetra haryana,Negative
three years global financial crisis indian economist named raghuram rajan presciently warned skeptical audience top economic thinkers excessive risk threatened entire global financial system exactly crisis modi economic,Possitive
